_id,path,sentence,api_sentence,time,location,sex,compare,wer_autosub_whisper,visitted,gold_sentence,labeled,humman,date_labeld
65931c5fa96b3ff546c7993e,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_486143_495991.wav,ngày 22 tháng 10 năm 2018 của bộ chính trị khóa 12 về tăng cường bảo vệ nền tảng tư tưởng của đảng đấu tranh phản bác các quan điểm sai trái thù địch trong tình hình mới,ngày 22 tháng 10 năm 2018 của bộ chính trị khóa 12 về tăng cường bảo vệ nền tảng tư tưởng của đảng đấu tranh phản bá các quan điểm sai trái thù địch trong tình hình mới,9.8480625,nam,nu,false,0.02631578947368421,true,ngày 22 tháng 10 năm 2018 của bộ chính trị khóa 12 về tăng cường bảo vệ nền tảng tư tưởng của đảng đấu tranh phản bác các quan điểm sai trái thù địch trong tình hình mới,true,ba,2024-01-08T14:47:58.356Z
65931c60a96b3ff546c7993f,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_496127_499831.wav,3 năm thực hiện đề án số 05 ngày 19 tháng 6 năm 2020,3 năm thực hiện đề án số 05 ngày 19 tháng 6 năm 2020,3.7040625,nam,nam,true,0,true,3 năm thực hiện đề án số 05 ngày 19 tháng 6 năm 2020,true,openAI/whisper,
65931c69a96b3ff546c79942,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_510207_517495.wav,trong 5 năm qua ban chỉ đạo 35 thành ủy và ban chỉ đạo 35 của ủy huyện ủy đảng ủy cấp trên cơ sở thuộc đảng bộ thành phố,trong 5 năm qua ban chỉ đạo 35 thà nụy và ban chỉ đạo 35 quận ủy huyện ủy đảng ủy cấp trên cơ sở thuộc đảng bộ thành phố,7.2880625,nam,nu,false,0.1,true,trong 5 năm qua ban chỉ đạo 35 thành ủy và ban chỉ đạo 35 quận ủy huyện ủy đảng ủy cấp trên cơ sở thuộc đảng bộ thành phố,true,toan,2024-01-05T09:30:57.818Z
65931c6ca96b3ff546c79943,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_517631_524407.wav,đăng ký thời tham mưu với cấp ủy lãnh đạo chỉ đạo các cơ quan đơn vị triển khai thực hiện nghị quyết số 35 đồng bộ thống nhất,đã kịp thời tham mưu với cấp ủy lãnh đạo chỉ đạo các cơ quan đơn vị triển khai thực hiện nghị quyết số 35 đồng bộ thông nhất,6.776,nam,nu,false,0.10344827586206896,true,đã kịp thời tham mưu với cấp ủy lãnh đạo chỉ đạo các cơ quan đơn vị triển khai thực hiện nghị quyết số 35 đồng bộ thống  nhất,true,hieu,2024-01-02T16:07:09.681Z
65931c71a96b3ff546c79945,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_528639_533623.wav,các cơ quan đơn vị đã tổ chức thực hiện hiệu quả việc học tập thực hiện quán triệt nghị quyết số 35,các cơ quan đơn vị đã tổ chức thực hiện hiệu quả việc học tập thực hiện quán triệt nghị quyết số 35,4.9840625,nam,nam,true,0,true,các cơ quan đơn vị đã tổ chức thực hiện hiệu quả việc học tập thực hiện quán triệt nghị quyết số 35,true,openAI/whisper,
65931c75a96b3ff546c79947,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_537087_540791.wav,và ban chỉ đạo 35 trung ương về bảo vệ nền tảng tư tưởng của đảng,và ban chỉ đạo 35 trung ương về bảo vệ nền tảng tư tưởng của đảng,3.7040625,nam,nam,true,0,true,và ban chỉ đạo 35 trung ương về bảo vệ nền tảng tư tưởng của đảng,true,openAI/whisper,
65931c97a96b3ff546c79952,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_593663_600439.wav,trong thời gian tới ban chỉ đạo 35 các cơ quan đơn vị tiếp tục quán triệt và triển khai thực hiện có hiệu quả các chỉ thị nghị quyết,trong thời gian tới ban chỉ đạo 35 các cơ quan đơn vị tiếp tục quán triệt và triển khai thực hiện có hiệu quả các chỉ thị nghị quyết,6.776,nam,nam,true,0,true,trong thời gian tới ban chỉ đạo 35 các cơ quan đơn vị tiếp tục quán triệt và triển khai thực hiện có hiệu quả các chỉ thị nghị quyết,true,openAI/whisper,
65931c9ba96b3ff546c79954,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_603647_607351.wav,ban chỉ đạo 35 trung ương về bảo vệ nền tư tưởng của đảng,ban chỉ đạo 35 trung ương về bảo vệ nền tảng tư tưởng của đảng,3.7040625,nam,nu,false,0.07142857142857142,true,ban chỉ đạo 35 trung ương về bảo vệ nền tảng tư tưởng của đảng,true,toan,2024-01-02T09:03:50.050Z
65931caea96b3ff546c7995b,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_635391_642679.wav,tiếp tục thực hiện nghiêm quy định số 85 về việc cán bộ đảng viên thiết lập và sử dụng trang thông tin điện tử cá nhân trên internet,tiếp tục thực hiện nghiêm quy định số 85 về việc cán bộ đảng viên thiết lập và sử dụng trang thông tin điện tử cá nhân trên internet,7.288,nam,nam,true,0,true,tiếp tục thực hiện nghiêm quy định số 85 về việc cán bộ đảng viên thiết lập và sử dụng trang thông tin điện tử cá nhân trên internet,true,openAI/whisper,
65931cbaa96b3ff546c79960,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_664831_670839.wav,vì đã thành tích xuất sắc trong thực hiện nghị quyết số 35 giai đoạn 20182023,vì đã có thành tích xuất sắc trong thực hiện nghị quyết số 35 giai đoạn 20182023,6.008,nam,nu,false,0.0625,true,vì đã có thành tích xuất sắc trong thực hiện nghị quyết số 35 giai đoạn 2018 2023,true,toan,2024-01-08T15:42:31.636Z
65931cbfa96b3ff546c79962,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_676351_684407.wav,26 tập thể và 22 cá nhân được tặng bằng khen của ủy ban nhân dân thành phố hồ chí minh vì đã có thành tích xuất sắc trong thực hiện nghị quyết số 35,26 tập thể và 22 cá nhân được tặng bằng khen của ủy ban nhân dân tphcm vì đã có thành tích xuất sắc trong thực hiện nghị quyết số 35,8.056,nam,nu,false,0.14285714285714285,true,26 tập thể và 22 cá nhân được tặng bằng khen của ủy ban nhân dân thành phố hồ chí minh vì đã có thành tích xuất sắc trong thực hiện nghị quyết số 35,true,hieu,2024-01-03T09:40:10.922Z
65931cd2a96b3ff546c7996a,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_720639_728183.wav,càng đặc biệt hơn nữa khi diễn ra đúng vào dịp việt nam và vương quốc bỉ đang triển khai nhiều hoạt động nhằm kỷ niệm 50 thiết lập quan hệ ngoại giao,đặc biệt hơn nữa khi diễn ra đúng vào dịp việt nam và vương quốc bỉ đang triển khai nhiều hoạt động nhằm kỷ niệm 50 năm tuyết lập quân hệ ngoại giao,7.5440625,nam,nu,false,0.12121212121212122,true,càng đặc biệt hơn nữa khi diễn ra đúng vào dịp việt nam và vương quốc bỉ đang triển khai nhiều hoạt động nhằm kỷ niệm 50 thiết lập quan hệ ngoại giao,true,hieu,2024-01-02T10:29:17.214Z
65931d07a96b3ff546c79982,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_867071_870519.wav,thành phố theo đó kỳ họp sẽ diễn ra từ ngày 6 tháng 12,ở thành phố theo đó kỳ họp sẽ diễn ra từ ngày 6 tháng 12,3.448,nam,nu,false,0.07142857142857142,true,thành phố theo đó kỳ họp sẽ diễn ra từ ngày 6 tháng 12,true,toan,2024-01-02T16:29:26.099Z
65931d1da96b3ff546c7998b,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_926207_931959.wav,thêu dự thảo quy hoạch đến năm 030 toàn quốc có khoảng 250 cơ sở giáo dục đại học,theo dự thảo quy hoạch đến năm 2030 toàn quốc có khoảng 250 cơ sở giáo dục đại học,5.752,nam,nu,false,0.10526315789473684,true,theo dự thảo quy hoạch đến năm 2030 toàn quốc có khoảng 250 cơ sở giáo dục đại học,true,hieu,2024-01-08T10:57:50.437Z
65931d23a96b3ff546c7998d,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_937215_944247.wav,các cơ sở giáo dục đại học trọng điểm ngành quốc gia sẽ đảm nhiệm đào tạo 80 thạc sĩ và tiến sĩ trong đó đại học quốc gia,các cơ sở giáo dục đại học trọng điểm ngành quốc gia sẽ đảm nhiệm đào tạo 80 thạc sĩ và tiến sĩ trong đó 5 đại học quốc gia,7.032,nam,nu,false,0.034482758620689655,true,các cơ sở giáo dục đại học trọng điểm ngành quốc gia sẽ đảm nhiệm đào tạo 80 thạc sĩ và tiến sĩ trong đó 5 đại học quốc gia,true,minh,2024-01-02T15:07:36.854Z
65931d46a96b3ff546c7999c,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1039871_1050743.wav,bài cuộc họp báo sau cuộc gặp thủ tướng netanyahu cho biết dù có ngừng bắn ông vẫn cho rằng mục tiêu của israel tiêu diệt nhóm hàm max sau cuộc tấn công vào lãnh thổ israel ngày 7 tháng 10 vừa qua,tại cuộc họp báo sau cuộc gặp thủ tướng netanyahu cho biết dù có ngừng bắn ông vẫn cho rằng mục tiêu của israel là tiêu diệt nhóm hamas sau cuộc tấn công vào lãnh thổ israel ngày 7 tháng 10 vừa qua,10.872,nam,nu,false,0.09302325581395349,true,tại cuộc họp báo sau cuộc gặp thủ tướng netanyahu cho biết dù có ngừng bắn ông vẫn cho rằng mục tiêu của israel là tiêu diệt nhóm hamas sau cuộc tấn công vào lãnh thổ israel ngày 7 tháng 10 vừa qua,true,toan,2024-01-02T13:18:06.864Z
65931d48a96b3ff546c7999d,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1051135_1056631.wav,israel và mát hôm thứ năm 30 tháng 11 đã đạt được thỏa thuận gia hạn lệnh ngừng bắn thêm một ngày,israel và hamas hôm thứ năm 30 tháng 11 đã đạt được thỏa thuận gia hạn lệnh ngân bắn thêm một ngày,5.4960625,nam,nu,false,0.09090909090909091,true,israel và hamas hôm thứ năm 30 tháng 11 đã đạt được thỏa thuận gia hạn lệnh ngừng bắn thêm một ngày,true,minh,2024-01-02T15:19:41.110Z
65931d4fa96b3ff546c799a1,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1073407_1077111.wav,đã bị biến thành vùng đất hoang sau 7 tuần ném bom của israel,đã bị biến thành dụng đất quang sau 7 tuần ném bom của israel,3.7040625,nam,nu,false,0.14285714285714285,true,đã bị biến thành vùng đất hoang sau 7 tuần ném bom của israel,true,toan,2024-01-02T16:30:56.147Z
65931d52a96b3ff546c799a3,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1080319_1085047.wav,cúng trong ngày 30 tháng 11 ngoại trưởng mỹ antony blinken cũng đã gặp tổng thống palestine,cũng trong ngày 30 tháng 11 ngoại trưởng mỹ antony blinken cũng đã gặp tổng thống palestine,4.7280625,nam,nu,false,0.058823529411764705,true,cũng trong ngày 30 tháng 11 ngoại trưởng mỹ antony blinken cũng đã gặp tổng thống palestine,true,toan,2024-01-02T14:27:18.527Z
65931d74a96b3ff546c799b3,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1154815_1162359.wav,bộ trưởng tài chính đức christian learner ngày 29 tháng 11 nhận định nền kinh tế lớn nhất châu âu đang đứng trước nguy cơ thâm hụt 17 tỷ euro,bộ trưởng tài chính đức christen linder ngày 29 tháng 11 nhận định nền kinh tế lớn nhất châu âu đang đứng trước nguy cơ thâm hụt 17 tỷ euro,7.544,nam,nu,false,0.06666666666666667,true,bộ trưởng tài chính đức Christian Lindner ngày 29 tháng 11 nhận định nền kinh tế lớn nhất châu âu đang đứng trước nguy cơ thâm hụt 17 tỷ euro,true,minh,2024-01-08T10:56:39.004Z
65931d7ba96b3ff546c799b7,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1175295_1178999.wav,để so sánh với tổng ngân sách liên bang là 450 tỷ e,để so sánh với tổng ngân sách liên bang là 450 tỷ euro,3.704,nam,nam,false,0.07692307692307693,true,để so sánh với tổng ngân sách liên bang là 450 tỷ euro,true,hieu,2024-01-02T10:44:34.250Z
65931d87a96b3ff546c799bc,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1194751_1201271.wav,đảng vi phạm quy định nợ công khi chuyển gần 60 tỷ euro vốn dành cho hoạt động khắc phục hậu quả dịch covid19,đã di phạm quy định nợ công khi chuyển gần 60 tỷ euro dốn dành cho hoạt động khắc phục hậu quả dịch covid19,6.52,nam,nu,false,0.125,true,đã vi phạm quy định nợ công khi chuyển gần 60 tỷ euro vốn dành cho hoạt động khắc phục hậu quả dịch covid19,true,toan,2024-01-02T14:47:01.522Z
65931d95a96b3ff546c799c3,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1234431_1236343.wav,thưa quý vị chỉ trong 9 tháng đầu năm,thưa quý vị chỉ trong 9 tháng đầu năm,1.912,nam,nam,true,0,true,thưa quý vị chỉ trong 9 tháng đầu năm,true,openAI/whisper,
65931da6a96b3ff546c799c9,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1262847_1270135.wav,thông tin tại hội thảo đại diện cơ quan công an cho biết trong năm qua cơ quan cảnh sát điều tra đã khởi tố và xử phạt 985 vụ,thông tin tại hội thảo đại diện cơ quan công an cho biết trong năm qua cơ quan cảnh sát điều tra đã khởi tố và giữ phạt 485 vụ,7.2880625,nam,nu,false,0.06666666666666667,true,thông tin tại hội thảo đại diện cơ quan công an cho biết trong năm qua cơ quan cảnh sát điều tra đã khởi tố và xử phạt 485 vụ,true,minh,2024-01-05T11:25:44.432Z
65931da9a96b3ff546c799ca,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1270271_1276792.wav,trên 772 bị can về tội cho vay nặng lãi trong giao dịch dân sự khởi tố 27 vụ trên 35 bị can,trên 772 bị can về tội trao vay nặng lãi trong giao dịch nhân sự khởi tố 27 vụ trên 35 bị can,6.521,nam,nu,false,0.08695652173913043,true,trên 772 bị can về tội cho vay nặng lãi trong giao dịch dân sự khởi tố 27 vụ trên 35 bị can,true,toan,2024-01-02T13:57:52.273Z
65931e19a96b3ff546c799fe,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1501184_1504376.wav,từ năm 2023 đến năm 2028,từ năm 2023 đến năm 2028,3.192,nam,nam,true,0,true,từ năm 2023 đến năm 2028,true,openAI/whisper,
65931e3fa96b3ff546c79a12,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1580800_1587576.wav,về tổ chức hội nghị tập huấn công tác văn phòng cấp ủy công tác dân vận của đảng và quy chế dân chủ cơ sở năm 2023,về tổ chức hội nghị tập khoản công tác văn phòng cấp quỹ công tác dân vận của đảng và quy chế dân chủ ở khu sở năm 2023,6.776,nam,nu,false,0.14285714285714285,true,về tổ chức hội nghị tập huấn công tác văn phòng cấp ủy công tác dân vận của đảng và quy chế dân chủ cơ sở năm 2023,true,toan,2024-01-02T13:16:18.538Z
65931e50a96b3ff546c79a18,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_01122023___HTV_Tin_Tuc_Moi_Nhat_1623552_1630584.wav,điển hình dân vận khéo năm 23 trao giải cho một tập thể và 14 cá nhân đạt giải nhất nhì ba và khuyến khích,điển hình dân vận khéo năm 2023 trao giải cho một tập thể và 14 cá nhân đàn giải nhất nhì ba và khuyến khích,7.032,nam,nu,false,0.08,true,điển hình dân vận khéo năm 2023 trao giải cho một tập thể và 14 cá nhân đạt giải nhất nhì ba và khuyến khích,true,hieu,2024-01-03T09:38:00.410Z
65931e59a96b3ff546c79a1d,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat_15616_18808.wav,hôm nay thứ bảy ngày 23 tháng 12 năm 023,hôm nay thứ bảy ngày 23 tháng 12 năm 2023,3.192,nam,nu,false,0.1,true,hôm nay thứ bảy ngày 23 tháng 12 năm 2023,true,hieu,2024-01-02T09:29:55.317Z
65931e8ba96b3ff546c79a34,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat_99584_103800.wav,thành phố đã phê duyệt đề án phát triển công nghiệp văn hóa đến năm 7030,cả thành phố đã phê duyệt đề án phát triển công nghiệp văn hóa đến năm 2030,4.2160625,nam,nu,false,0.125,true,thành phố đã phê duyệt đề án phát triển công nghiệp văn hóa đến năm 2030,true,toan,2024-01-02T14:01:12.494Z
65931eafa96b3ff546c79a49,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat_155648_161656.wav,để có sự phối hợp và có sự đầu tư vấn đề thứ hai là chúng tôi nghĩ là rất quan trọng đó là vấn đề,để có sự phối hợp và có sự đầu tư vấn đề thứ 2 là chúng tôi nghĩ là rất quan trọng đó là vấn đề,6.0080625,nam,nu,false,0.038461538461538464,true,để có sự phối hợp và có sự đầu tư vấn đề thứ 2 là chúng tôi nghĩ là rất quan trọng đó là vấn đề,true,toan,2024-01-04T09:44:30.626Z
65931edba96b3ff546c79a61,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat_223744_229496.wav,trong khuôn khổ hội nghị ngoại giao lần thứ 32 bộ ngoại giao đã chương trình toàn thể về xây dựng và phát triển ngành ngoại giao,trong khuôn khổ hội nghị ngoại giao lần thứ 32 bộ ngoại giao đã tổ chức phiên toàn thể về xây dựng và phát triển ngành ngoại giao,5.752,nam,nu,false,0.1111111111111111,true,trong khuôn khổ hội nghị ngoại giao lần thứ 32 bộ ngoại giao đã tổ chức phiên toàn thể về xây dựng và phát triển ngành ngoại giao,true,hieu,2024-01-05T09:31:57.924Z
65931effa96b3ff546c79a6c,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat_294911_302199.wav,đến năm 2030 tầm nhìn đến năm 2045 kinh thủ tướng chính phủ phê duyệt đây là văn bản đầu tiên hệ thống hóa,đến năm 2030 tầm nhìn đến năm 2045 trinh thủ tướng chính phủ phê duyệt đây là văn bản đầu tiên hệ thống hóa,7.288,nam,nu,false,0.041666666666666664,true,đến năm 2030 tầm nhìn đến năm 2045 trình thủ tướng chính phủ phê duyệt đây là văn bản đầu tiên hệ thống hóa,true,toan,2024-01-02T16:24:16.998Z
65931f0ba96b3ff546c79a71,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat_326911_333431.wav,200000 đồng đến 280000 đồng tùy theo khu vực việc tăng lương được thực hiện từ ngày 1 tháng 7 năm 2024,từ 200000 đồng đến 280000 đồng tùy theo khu vực viện tăng lương được thực hiện từ ngày 1 tháng 7 năm 2024,6.52,nam,nu,false,0.09090909090909091,true,200000 đồng đến 280000 đồng tùy theo khu vực việc tăng lương được thực hiện từ ngày 1 tháng 7 năm 2024,true,hieu,2024-01-02T10:15:46.996Z
65931f31a96b3ff546c79a7c,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat_400639_407671.wav,trong ngày 22 tháng 12 israel đã yêu cầu người dân khu vực andre ở trung tâm gaza di chuyển về phía nam ngay lập tức,trong ngày 22 tháng 12 israel đã yêu cầu người dân khu vực alburay ở trung tâm gaza di chuyển về phía nam ngay lập tức,7.0320625,nam,nu,false,0.038461538461538464,true,trong ngày 22 tháng 12 israel đã yêu cầu người dân khu vực alburay ở trung tâm gaza di chuyển về phía nam ngay lập tức,true,ba,2024-01-05T10:29:16.731Z
65931f4fa96b3ff546c79a89,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat_470271_476535.wav,ong chúa có việc cung cấp f16 là một trong những yếu tố quan trọng nhất trong các thỏa thuận hỗ trợ quân sự cho ukraine,ông truss coi việc cung cấp f16 là một trong những yếu tố quan trọng nhất trong các thỏa thuận hỗ trợ quân sự cho ukraine,6.264,nam,nu,false,0.11538461538461539,true,ông truss coi việc cung cấp f16 là một trong những yếu tố quan trọng nhất trong các thỏa thuận hỗ trợ quân sự cho ukraine,true,toan,2024-01-09T09:04:16.115Z
65931f59a96b3ff546c79a8c,audios/TIN_BUỔI_SÁNG__THÁNG_12_2023___HTV_Tin_Tức_2023/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat/Tin_Buoi_Sang___Ngay_23122023___HTV_Tin_Tuc_Moi_Nhat_503807_511095.wav,vào tháng trước hà lan đã cười như máy bay f16 đầu tiên đến một cơ sở đào tạo tại rumani dành cho phi công và nhân viên,vào tháng trước hà lan đã gửi những máy bay f16 đầu tiên đến một cơ sở đào tạo tại rumani dành cho phi công và nhân viên mặt trời,7.2880625,nam,nu,false,0.14285714285714285,true,vào tháng trước hà lan đã gửi những máy bay f16 đầu tiên đến một cơ sở đào tạo tại rumani dành cho phi công và nhân viên,true,ba,2024-01-08T10:00:02.448Z
